City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
484,Atar,MR,20.5169,-13.0499,101.89,16,100,13.04,overcast clouds
485,Palu,ID,-0.8917,119.8707,74.75,95,100,3.11,overcast clouds
486,Hengyang,CN,26.8881,112.615,59.97,66,99,10.29,overcast clouds
487,Hualmay,PE,-11.0964,-77.6139,65.71,70,29,12.77,scattered clouds
488,Nishihara,JP,26.1842,127.7558,79.88,89,0,5.75,clear sky
489,Sechura,PE,-5.5569,-80.8222,76.64,54,57,15.68,broken clouds
490,Yankton,US,42.8711,-97.3973,63.12,82,100,6.91,moderate rain
491,Laramie,US,41.3114,-105.5911,56.95,50,20,5.75,few clouds
492,Alyangula,AU,-13.8483,136.4192,79.12,75,74,3.78,broken clouds
493,Varkaus,FI,62.3153,27.873,43.3,96,100,5.86,overcast clouds
494,Punakha,BT,27.5837,89.8598,69.22,97,100,1.43,overcast clouds
495,Mouila,GA,-1.8685,11.0559,74.48,93,66,1.48,broken clouds
496,Unai,BR,-16.3575,-46.9061,81.86,50,100,9.4,light rain
497,Dudinka,RU,69.4058,86.1778,33.62,99,100,7.74,overcast clouds
498,Iquitos,PE,-3.7481,-73.2472,95.04,49,75,4.61,broken clouds
499,Ler,SS,8.3018,30.1418,72.5,86,100,0.74,overcast clouds
500,Mandera,KE,3.9366,41.867,88.14,35,89,10.63,overcast clouds
